id,address,abuse_type_id,abuse_type_other,abuser,description,from_country,from_country_code,created_at
579294,3AqUUaRhyj8TovxoBE9k7gzZAwpysHAu5U,1,"Steel my money",katewilliandra@gmail.com,"Steeling money from others and doing fruad activities by showing other their sexual activity please ban his ID","United States",US,2022-08-10T16:07:01.000000Z
579304,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,5,,"email from same user(spoof)","Part of the email:
Moreover, I am able to upload all that video content online for everyone to see.
I sincerely think, you certainly would not wish such incidents to take place, in view of the lustful things demonstrated in your commonly watched videos,
(you absolutely know what I mean by that) it will cause a huge adversity for you.
There is still a solution to this matter, and here is what you need to do:
You make a transaction of $1370 USD to my account (an equivalent in bitcoins, which recorded depending on the exchange rate at the date of funds transfer),
hence upon receiving the transfer, I will immediately get rid of all those lustful videos without delay.
After that we can make it look like there was nothing happening beforehand.
Additionally, I can confirm that all the Trojan software is going to be disabled and erased from all devices that you use. You have nothing to worry about,
because I keep my word at all times.
That is indeed a beneficial bargain that comes with a relatively reduced price,
taking into consideration that your profile and traffic were under close monitoring during a long time frame.
If you are still unclear regarding how to buy and perform transactions with bitcoins - everything is available online.
Below is my bitcoin wallet for your further reference: 1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4","United States",US,2022-08-10T16:17:32.000000Z
579314,bc1qzpgxlt4f5xklupe96nxwgs7dklncwn3k238l6x,99,Extortion,hussein_tsk@yahoo.com,"My son's windows 10 PC is hacked. Stolen passwords, data, photos. Blackmail and threaten to release all information if USD $1200 worth of BTC is not deposited into address provided.","United States",US,2022-08-10T16:22:40.000000Z
579324,1GhaWQbi7UfXvs3nugN8M2fPpU84HDsaWs,5,,sextortion,"I will be direct You watch adult content often, and I caught you masturbating. We all do it from time to time. How I did this Your router was vulnerable. I was able to inject some code into the firmware, and every device connected on the network, including phones, was compromised. Then I set every device available to record with the camera only when you watch  adult content. I also got your contact lists, phone numbers, emails, social  media contacts, and here is the deal. If you don`t pay me $1890 USD worth in Bicoin, I will send your masturbation video,  search history, and all your private chat to all your contacts and  all social media","United States",US,2022-08-10T16:26:49.000000Z
579334,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,5,,unknown,"write your own material next time","United States",US,2022-08-10T16:28:26.000000Z
579344,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,4,,"Likely some troll in North Korea","Usual claim of being a super hacker and having gained access to the computer, yadda, yadda, yadda. Wish these morons would just get out of their mothers basement and allow Darwin to be proven correct by walking in front of a bus. Complete scam, wankers","United States",US,2022-08-10T16:29:36.000000Z
579354,bc1qgm5w8u42fuhdqjatxrd3hr0nfwkva0d70gksdk,99,giveawayscam,prizetesla.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T16:30:51.000000Z
579364,1E2dQnAdZfo19EuPvSK152TPscXTqxZQ2H,4,Blackmail,"A trojan malware","Sending a video of me ""masturbating"" to friends and family, altgough im a minor, underage and have never actually done that. They day the bitcoin address is untraceable so...
1E2dQnAdZfo19EuPvSK152TPscXTqxZQ2H
1EtgSZtpMMY3AEbAoctNYfRYaY3NXrZbAj
Heres 2 of tge addresses so idk if this can help but","United States",US,2022-08-10T16:31:51.000000Z
579374,1PGWXgTtn5kkdzKBoMjY3Q59Jw3bDL4vdh,99,giveawayscam,tesla-yt.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T16:33:02.000000Z
579384,16EDASFWuSrrtZEqhhi5HD5J2xvuZNSzaB,1,,"Mr John Mark","BITCOIN RECOVERY IS VERY MUCH REAL, AM A LIVING TESTIMONY!!!! Have you ever gotten your bitcoins stolen from your wallet or invested in an ICO that turned out to be a scam, you are not alone because this happened to me too. I initially lost $340,000 in just 3 months from Cryptoallday, I contacted the authorities and they referred me to a bitcoin recovery company who helped me recover all my funds within less than 2 days... I`m speaking out to improve our awareness of these cryptocurrency thieves and help you if you have been a victim yourself. Simply send them an email 
databasespyhub @ gmailcomi","United States",US,2022-08-10T16:39:24.000000Z
579394,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,5,,Unknown,"“You make a transaction of $1370 USD to my account (an equivalent in bitcoins, which recorded depending on the exchange rate at the date of funds transfer)”….","United States",US,2022-08-10T16:42:26.000000Z
579404,bc1q0ss90m5awynv0dsq0k5yer2yt7mcw5l8xjmgvm,99,giveawayscam,musk2xh.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T16:52:00.000000Z
579414,15hameUNjtSu6s4m2hPeZb29S5NNkZWuSH,99,"Fake investment","Nigerian scammer","Says they are an investor from Florida","United States",US,2022-08-10T16:55:17.000000Z
579424,bc1qffgs0l4up8h0jg2t4hdumxfwqkuhcp7q2muuuz,99,giveawayscam,musk2xy.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T17:00:45.000000Z
579434,38VyBM3RV7KcyabzeJvZJUxjXcwA8ysury,3,,Jason,"He is posing as Ty Brye on Facebook","United States",US,2022-08-10T17:03:54.000000Z
579444,bc1qvtcj3t9r303q3ea3mz3frhnrpk2tsf32qffvrz,99,giveawayscam,musk2xn.cc,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T17:05:48.000000Z
579454,bc1qj8p8m758jz6awyl03h5q5jj2wzcpj7j9ufkees,99,giveawayscam,tesla-boom.co,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T17:06:30.000000Z
579464,bc1qv69d24ncxmw4x0se7s9l7nt6qw0wqynah5n8kx,99,giveawayscam,tesla-boom.co,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T17:06:31.000000Z
579474,bc1qj8p8m758jz6awyl03h5q5jj2wzcpj7j9ufkees,99,giveawayscam,tesla-boom.co,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T17:06:43.000000Z
579484,bc1qv69d24ncxmw4x0se7s9l7nt6qw0wqynah5n8kx,99,giveawayscam,tesla-boom.co,"This is a cryptocurrency giveaway scam","United States",US,2022-08-10T17:06:44.000000Z
579494,1NAbVHRGA7ji3KAV8J4jiW1wJdaAaWiQrn,4,,"spoofed e-mail","an email with my name and old address and phone number from about 7 yrs ago, claiming to send my contacts a masturbation video if fail to pay £500 in bitcoin","United States",US,2022-08-10T17:11:53.000000Z
579504,TGFSc3bntUk7EuCBGECdkLqoWXSfVx8VYa,99,"Selling signal trading scheme","BULLET GLOBAL INVESTMENT LTD","Once you deposited you can't withdraw your money to their website and they just suspended your account in order for that the account cannot transact withdrawal","United States",US,2022-08-10T17:16:41.000000Z
579514,bc1qfhps2h26pgu50rh2ssrmwpmt9m2upgkes907l7,1,,jef@unifishery.com.tw,"Arrived from “jef@unifishery.com.tw”. Fake virus alert, fake stolen passwords alert, and asks 1400 EUR ransom in bitcoin. Blocked and reported.","United States",US,2022-08-10T17:22:55.000000Z
579524,bc1qvqc9ncq9k6k26cv9jw86gz6pj626jszk3fa54z,4,,"scam instagram","scam instagram","United States",US,2022-08-10T17:25:22.000000Z
579534,bc1qz479tu7zfh54jka22eprz6qmsjwxfw63jkk20q,99,"romance scam",scam,"romance scam","United States",US,2022-08-10T17:26:22.000000Z
579544,bc1qdztpm5203092u0ftsnv3v6ptuanw3x8rruufc2,1,,bc1qdztpm5203092u0ftsnv3v6ptuanw3x8rruufc2,"Targeted phishing attempt from data breach that exposed my email","United States",US,2022-08-10T17:54:17.000000Z
579554,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,4,,"mail scam","sextrotion...To je skutočne výhodný obchod, ktorý prichádza s relatívne zníženou cenou,
berúc do úvahy, že váš profil a návštevnosť boli počas dlhého časového obdobia dôkladne monitorované.
Ak vám stále nie je jasné, ako nakupovať a vykonávať transakcie s bitcoinmi – všetko je dostupné online.

Nižšie je moja bitcoinová peňaženka pre vašu ďalšiu referenciu: 1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4

Všetko, čo máte, je 48 hodín a odpočítavanie začne po otvorení tohto e-mailu (inými slovami 2 dni).Nasledujúci zoznam obsahuje veci, ktoré by ste si mali zapamätať a ktorým by ste sa mali vyhnúť:
> Nemá zmysel pokúšať sa odpovedať na môj e-mail (keďže tento e-mail a spiatočná adresa boli vytvorené vo vašej doručenej pošte).
> Nemá zmysel volať políciu alebo iné bezpečnostné služby. Okrem toho sa neopovážte zdieľať tieto informácie so svojimi priateľmi.
 Ak to zistím (vzhľadom na moje schopnosti, bude to naozaj jednoduché, pretože ovládam všetky vaše systémy a neustále ich monitorujem) -
 váš škaredý klip bude okamžite zdieľaný s verejnosťou.","United States",US,2022-08-10T17:54:32.000000Z
579564,bc1qu8n75rl3zwjukl85337gkev0dqfy7tfzlt4ynj,4,,hostmaster@globalinxcall.com,"Jakiś pierdolony Lamer :)","United States",US,2022-08-10T17:59:10.000000Z
579574,bc1qygsfjger6hqua79wqu0azk6a0mtejxfahyr9zv,4,,info@anvextrades247.com,"i start a invesment and seems this is scam.i send almost250$ as btc","United States",US,2022-08-10T18:02:13.000000Z
579584,1EhjD4hzLpwuHVu52ScHTJASqPdkC6SD4,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:07:19.000000Z
579594,bc1qdztpm5203092u0ftsnv3v6ptuanw3x8rruufc2,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:07:43.000000Z
579604,bc1qz479tu7zfh54jka22eprz6qmsjwxfw63jkk20q,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:08:36.000000Z
579614,bc1qvqc9ncq9k6k26cv9jw86gz6pj626jszk3fa54z,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:08:59.000000Z
579624,bc1qfhps2h26pgu50rh2ssrmwpmt9m2upgkes907l7,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:09:44.000000Z
579634,TGFSc3bntUk7EuCBGECdkLqoWXSfVx8VYa,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:10:11.000000Z
579644,1NAbVHRGA7ji3KAV8J4jiW1wJdaAaWiQrn,1,,"Recover your lost money","Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.coinabuser.com I was able to get all my money back in less than 48 hours.. Contact www.coinabuser.com to recover all your stolen bitcoins free of charge","United States",US,2022-08-10T18:11:03.000000Z
